train_number,train_name,station_code,station_name,average_delay_minutes,pct_right_time,pct_slight_delay,pct_significant_delay,pct_cancelled_unknown,delay_category,reliability_score
17058,Devagiri Express,BSX,BASAR,54.0,6.67,80.0,13.33,0.0,Slight Delay (15-60 min),49.336
17058,Devagiri Express,DAB,DHARMABAD,57.0,6.67,80.0,13.33,0.0,Slight Delay (15-60 min),49.336
17058,Devagiri Express,UMRI,UMRI,53.0,6.67,83.33,10.0,0.0,Slight Delay (15-60 min),50.335
17058,Devagiri Express,MUE,MUDKHED,29.0,73.33,16.67,10.0,0.0,Slight Delay (15-60 min),83.66499999999999
17058,Devagiri Express,NED,H SAHIB NANDED,29.0,66.67,23.33,10.0,0.0,Slight Delay (15-60 min),80.33500000000001
17058,Devagiri Express,PAU,PURNA JN,24.0,70.0,23.33,6.67,0.0,Slight Delay (15-60 min),82.999
17058,Devagiri Express,PBN,PARBHANI JN,30.0,80.0,10.0,10.0,0.0,Slight Delay (15-60 min),87.0
17058,Devagiri Express,MVO,MANWATH ROAD,36.0,70.0,20.0,10.0,0.0,Slight Delay (15-60 min),82.0
17058,Devagiri Express,SELU,SELU,35.0,60.0,30.0,10.0,0.0,Slight Delay (15-60 min),77.0
17058,Devagiri Express,PTU,PARTUR,46.0,33.33,56.67,10.0,0.0,Slight Delay (15-60 min),63.665
17058,Devagiri Express,AWB,AURANGABAD,49.0,20.0,70.0,10.0,0.0,Slight Delay (15-60 min),57.0
17058,Devagiri Express,LSR,LASUR,43.0,50.0,40.0,10.0,0.0,Slight Delay (15-60 min),72.0
17058,Devagiri Express,RGO,ROTEGAON,41.0,53.33,36.67,10.0,0.0,Slight Delay (15-60 min),73.66499999999999
17058,Devagiri Express,MMR,MANMAD JN,53.0,53.33,33.33,13.33,0.01,Slight Delay (15-60 min),72.664
17058,Devagiri Express,NK,NASIK ROAD,62.0,16.67,70.0,13.33,0.0,Significant Delay (60-200 min),54.336
17058,Devagiri Express,IGP,IGATPURI,39.0,83.33,3.33,13.33,0.01,Slight Delay (15-60 min),87.664
17058,Devagiri Express,KYN,KALYAN JN,53.0,46.67,40.0,13.33,0.0,Slight Delay (15-60 min),69.336
17058,Devagiri Express,TNA,THANE,62.0,10.0,76.67,13.33,0.0,Significant Delay (60-200 min),51.001000000000005
17058,Devagiri Express,DR,DADAR,61.0,20.0,66.67,13.33,0.0,Significant Delay (60-200 min),56.001000000000005
17058,Devagiri Express,CSMT,C SHIVAJI TERM MUMBAI,39.0,83.33,3.33,13.33,0.01,Slight Delay (15-60 min),87.664
22651,Palakkad Superfast,MAS,CHENNAI CENTRAL,3.0,96.67,3.33,0.0,0.0,On Time (0-15 min),98.33500000000001
22651,Palakkad Superfast,TRL,TIRUVALLUR,8.0,90.0,10.0,0.0,0.0,On Time (0-15 min),95.0
22651,Palakkad Superfast,AJJ,ARAKKONAM,15.0,66.67,33.33,0.0,0.0,On Time (0-15 min),83.33500000000001
22651,Palakkad Superfast,KPD,KATPADI JN,18.0,50.0,50.0,0.0,0.0,Slight Delay (15-60 min),75.0
22651,Palakkad Superfast,GYM,GUDIYATTAM,24.0,16.67,83.33,0.0,0.0,Slight Delay (15-60 min),58.335
22651,Palakkad Superfast,JTJ,JOLARPETTAI,12.0,73.33,26.67,0.0,0.0,On Time (0-15 min),86.66499999999999
22651,Palakkad Superfast,MAP,MORAPPUR,17.0,53.33,46.67,0.0,0.0,Slight Delay (15-60 min),76.66499999999999
22651,Palakkad Superfast,SA,SALEM JN,14.0,66.67,33.33,0.0,0.0,On Time (0-15 min),83.33500000000001
22651,Palakkad Superfast,RASP,RASIPURAM,14.0,70.0,30.0,0.0,0.0,On Time (0-15 min),85.0
22651,Palakkad Superfast,NMKL,NAMAKKAL,13.0,66.67,33.33,0.0,0.0,On Time (0-15 min),83.33500000000001
22651,Palakkad Superfast,MONR,MOHANUR,13.0,66.67,33.33,0.0,0.0,On Time (0-15 min),83.33500000000001
22651,Palakkad Superfast,KRR,KARUR,11.0,80.0,20.0,0.0,0.0,On Time (0-15 min),90.0
22651,Palakkad Superfast,DG,DINDIGUL JN,17.0,46.67,53.33,0.0,0.0,Slight Delay (15-60 min),73.33500000000001
22651,Palakkad Superfast,ODC,ODDANCHATRAM,14.0,63.33,36.67,0.0,0.0,On Time (0-15 min),81.66499999999999
22651,Palakkad Superfast,UDT,UDUMALAIPPETTAI,13.0,60.0,40.0,0.0,0.0,On Time (0-15 min),80.0
22651,Palakkad Superfast,POY,POLLACHI JN,8.0,80.0,20.0,0.0,0.0,On Time (0-15 min),90.0
22651,Palakkad Superfast,PGTN,PALGHAT TOWN,1.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
22652,Palakkad Superfast,PGT,PALAKKAD JN,1.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
22652,Palakkad Superfast,PGTN,PALGHAT TOWN,3.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
22652,Palakkad Superfast,POY,POLLACHI JN,1.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
22652,Palakkad Superfast,UDT,UDUMALAIPPETTAI,2.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
22652,Palakkad Superfast,PLNI,PALANI,7.0,96.67,3.33,0.0,0.0,On Time (0-15 min),98.33500000000001
22652,Palakkad Superfast,ODC,ODDANCHATRAM,11.0,73.33,26.67,0.0,0.0,On Time (0-15 min),86.66499999999999
22652,Palakkad Superfast,DG,DINDIGUL JN,5.0,96.67,3.33,0.0,0.0,On Time (0-15 min),98.33500000000001
22652,Palakkad Superfast,KRR,KARUR,7.0,83.33,16.67,0.0,0.0,On Time (0-15 min),91.66499999999999
22652,Palakkad Superfast,MONR,MOHANUR,11.0,70.0,30.0,0.0,0.0,On Time (0-15 min),85.0
22652,Palakkad Superfast,NMKL,NAMAKKAL,13.0,63.33,36.67,0.0,0.0,On Time (0-15 min),81.66499999999999
22652,Palakkad Superfast,RASP,RASIPURAM,13.0,63.33,36.67,0.0,0.0,On Time (0-15 min),81.66499999999999
22652,Palakkad Superfast,SA,SALEM JN,5.0,96.67,3.33,0.0,0.0,On Time (0-15 min),98.33500000000001
22652,Palakkad Superfast,MAP,MORAPPUR,6.0,86.67,13.33,0.0,0.0,On Time (0-15 min),93.33500000000001
22652,Palakkad Superfast,JTJ,JOLARPETTAI,3.0,96.67,3.33,0.0,0.0,On Time (0-15 min),98.33500000000001
22652,Palakkad Superfast,GYM,GUDIYATTAM,5.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
22652,Palakkad Superfast,KPD,KATPADI JN,7.0,83.33,16.67,0.0,0.0,On Time (0-15 min),91.66499999999999
22652,Palakkad Superfast,AJJ,ARAKKONAM,10.0,83.33,16.67,0.0,0.0,On Time (0-15 min),91.66499999999999
22652,Palakkad Superfast,TRL,TIRUVALLUR,12.0,66.67,33.33,0.0,0.0,On Time (0-15 min),83.33500000000001
22652,Palakkad Superfast,PER,PERAMBUR,18.0,46.67,53.33,0.0,0.0,Slight Delay (15-60 min),73.33500000000001
22652,Palakkad Superfast,MAS,CHENNAI CENTRAL,1.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
12839,Howrah Mail,HWH,HOWRAH JN,45.0,36.67,46.67,16.67,0.0,Slight Delay (15-60 min),63.334
12839,Howrah Mail,KGP,KHARAGPUR JN,68.0,10.0,50.0,40.0,0.0,Significant Delay (60-200 min),43.0
12839,Howrah Mail,BLS,BALASORE,87.0,0.0,46.67,53.33,0.0,Significant Delay (60-200 min),34.001
12839,Howrah Mail,BHC,BHADRAKH,81.0,16.67,40.0,43.33,0.0,Significant Delay (60-200 min),45.336
12839,Howrah Mail,JJKR,JAJPUR K ROAD,90.0,6.67,36.67,56.67,0.0,Significant Delay (60-200 min),36.334
12839,Howrah Mail,CTC,CUTTACK,104.0,0.0,26.67,73.33,0.0,Significant Delay (60-200 min),28.000999999999998
12839,Howrah Mail,BBS,BHUBANESWAR,111.0,0.0,26.67,73.33,0.0,Significant Delay (60-200 min),28.000999999999998
12839,Howrah Mail,KUR,KHURDA ROAD JN,104.0,3.33,23.33,73.33,0.01,Significant Delay (60-200 min),29.664
12839,Howrah Mail,CAP,CHATRAPUR,119.0,0.0,20.0,80.0,0.0,Significant Delay (60-200 min),26.0
12839,Howrah Mail,IPM,ICHCHPURAM,135.0,0.0,13.33,86.67,0.0,Significant Delay (60-200 min),23.999
12839,Howrah Mail,SPT,SOMPETA,135.0,0.0,13.33,86.67,0.0,Significant Delay (60-200 min),23.999
12839,Howrah Mail,PSA,PALASA,104.0,6.67,33.33,60.0,0.0,Significant Delay (60-200 min),35.335
12839,Howrah Mail,NWP,NAUPADA JN,99.0,6.67,33.33,60.0,0.0,Significant Delay (60-200 min),35.335
12839,Howrah Mail,CHE,SRIKAKULAM ROAD,98.0,10.0,33.33,56.67,0.0,Significant Delay (60-200 min),37.998999999999995
12839,Howrah Mail,CPP,CHIPURUPALLE,106.0,6.67,26.67,66.67,0.0,Significant Delay (60-200 min),33.334
12839,Howrah Mail,VSKP,VISAKHAPATNAM,103.0,13.33,30.0,56.67,0.0,Significant Delay (60-200 min),39.664
12839,Howrah Mail,AKP,ANAKAPALLE,106.0,10.0,30.0,60.0,0.0,Significant Delay (60-200 min),37.0
12839,Howrah Mail,TUNI,TUNI,112.0,3.33,33.33,63.33,0.01,Significant Delay (60-200 min),32.664
12839,Howrah Mail,ANV,ANNAVARAM,114.0,0.0,33.33,66.67,0.0,Significant Delay (60-200 min),29.999
12839,Howrah Mail,SLO,SAMALKOT JN,132.0,0.0,13.33,86.67,0.0,Significant Delay (60-200 min),23.999
12839,Howrah Mail,RJY,RAJAMUNDRY,140.0,0.0,13.33,86.67,0.0,Significant Delay (60-200 min),23.999
12839,Howrah Mail,NDD,NIDADAVOLU JN,145.0,0.0,13.33,86.67,0.0,Significant Delay (60-200 min),23.999
12839,Howrah Mail,TEL,TENALI JN,127.0,0.0,26.67,73.33,0.0,Significant Delay (60-200 min),28.000999999999998
12839,Howrah Mail,BPP,BAPATLA,133.0,0.0,20.0,80.0,0.0,Significant Delay (60-200 min),26.0
12839,Howrah Mail,CLX,CHIRALA,133.0,0.0,20.0,80.0,0.0,Significant Delay (60-200 min),26.0
12839,Howrah Mail,OGL,ONGOLE,127.0,0.0,26.67,73.33,0.0,Significant Delay (60-200 min),28.000999999999998
12839,Howrah Mail,NLR,NELLORE,113.0,13.33,23.33,63.33,0.01,Significant Delay (60-200 min),37.664
12839,Howrah Mail,GDR,GUDUR JN,90.0,30.0,26.67,43.33,0.0,Significant Delay (60-200 min),52.001000000000005
12839,Howrah Mail,MAS,CHENNAI CENTRAL,73.0,40.0,13.33,46.67,0.0,Significant Delay (60-200 min),55.998999999999995
12840,Howrah Mail,MAS,CHENNAI CENTRAL,56.0,61.92,11.51,26.3,0.27,Slight Delay (15-60 min),73.016
12840,Howrah Mail,GDR,GUDUR JN,73.0,33.97,33.97,31.78,0.28,Significant Delay (60-200 min),57.394999999999996
12840,Howrah Mail,NLR,NELLORE,81.0,14.79,52.05,32.88,0.28,Significant Delay (60-200 min),47.475
12840,Howrah Mail,OGL,ONGOLE,82.0,17.53,48.22,33.97,0.28,Significant Delay (60-200 min),48.518
12840,Howrah Mail,CLX,CHIRALA,84.0,17.53,47.95,34.25,0.27,Significant Delay (60-200 min),48.436
12840,Howrah Mail,BPP,BAPATLA,85.0,18.08,45.48,36.16,0.28,Significant Delay (60-200 min),48.136
12840,Howrah Mail,BZA,VIJAYAWADA JN,84.0,23.84,39.73,36.16,0.27,Significant Delay (60-200 min),51.018
12840,Howrah Mail,EE,ELURU,94.0,16.44,38.36,44.93,0.27,Significant Delay (60-200 min),44.687
12840,Howrah Mail,TDD,TADEPALLIGUDEM,99.0,14.79,36.16,48.77,0.28,Significant Delay (60-200 min),42.708
12840,Howrah Mail,NDD,NIDADAVOLU JN,103.0,13.97,30.68,55.07,0.28,Significant Delay (60-200 min),40.408
12840,Howrah Mail,RJY,RAJAMUNDRY,122.0,8.22,20.82,70.68,0.28,Significant Delay (60-200 min),32.85
12840,Howrah Mail,SLO,SAMALKOT JN,121.0,16.44,10.14,73.15,0.27,Significant Delay (60-200 min),36.221000000000004
12840,Howrah Mail,ANV,ANNAVARAM,124.0,13.97,12.05,73.7,0.28,Significant Delay (60-200 min),34.819
12840,Howrah Mail,TUNI,TUNI,124.0,14.25,11.78,73.7,0.27,Significant Delay (60-200 min),34.961
12840,Howrah Mail,AKP,ANAKAPALLE,128.0,14.25,9.32,76.16,0.27,Significant Delay (60-200 min),34.223
12840,Howrah Mail,VSKP,VISAKHAPATNAM,79.0,40.55,23.01,36.16,0.28,Significant Delay (60-200 min),59.371
12840,Howrah Mail,VZM,VIZIANAGRAM JN,89.0,21.64,39.73,38.36,0.27,Significant Delay (60-200 min),49.258
12840,Howrah Mail,CPP,CHIPURUPALLE,91.0,17.81,42.47,39.45,0.27,Significant Delay (60-200 min),47.016000000000005
12840,Howrah Mail,CHE,SRIKAKULAM ROAD,91.0,20.27,40.55,38.9,0.28,Significant Delay (60-200 min),48.409
12840,Howrah Mail,NWP,NAUPADA JN,96.0,15.62,42.74,41.37,0.27,Significant Delay (60-200 min),45.345
12840,Howrah Mail,PSA,PALASA,77.0,47.4,17.26,35.07,0.27,Significant Delay (60-200 min),63.125
12840,Howrah Mail,SPT,SOMPETA,83.0,41.64,21.37,36.71,0.28,Significant Delay (60-200 min),59.751000000000005
12840,Howrah Mail,IPM,ICHCHPURAM,88.0,31.23,30.68,37.81,0.28,Significant Delay (60-200 min),54.216
12840,Howrah Mail,BAM,BRAHMAPUR,99.0,7.12,52.6,40.0,0.28,Significant Delay (60-200 min),41.504000000000005
12840,Howrah Mail,CAP,CHATRAPUR,103.0,2.47,54.52,42.74,0.27,Significant Delay (60-200 min),38.358999999999995
12840,Howrah Mail,BALU,BALUGAN,108.0,2.19,53.15,44.38,0.28,Significant Delay (60-200 min),37.725
12840,Howrah Mail,KUR,KHURDA ROAD JN,117.0,4.66,43.01,52.05,0.28,Significant Delay (60-200 min),36.659000000000006
12840,Howrah Mail,BBS,BHUBANESWAR,121.0,3.84,40.82,55.07,0.27,Significant Delay (60-200 min),35.345
12840,Howrah Mail,CTC,CUTTACK,124.0,4.93,36.99,57.26,0.82,Significant Delay (60-200 min),35.123000000000005
12840,Howrah Mail,JJKR,JAJPUR K ROAD,127.0,3.84,37.26,58.63,0.27,Significant Delay (60-200 min),34.277
12840,Howrah Mail,BHC,BHADRAKH,87.0,41.64,17.26,40.82,0.28,Significant Delay (60-200 min),58.518
12840,Howrah Mail,BLS,BALASORE,101.0,23.84,29.32,46.58,0.26,Significant Delay (60-200 min),47.894
12840,Howrah Mail,KGP,KHARAGPUR JN,123.0,10.14,30.96,58.63,0.27,Significant Delay (60-200 min),37.42700000000001
12840,Howrah Mail,SRC,SANTRAGACHI JN,158.0,6.3,13.42,80.0,0.28,Significant Delay (60-200 min),29.094
12840,Howrah Mail,HWH,HOWRAH JN,129.0,18.63,10.68,69.59,1.1,Significant Delay (60-200 min),38.218
12163,Chennai Express,LTT,LOKMANYATILAK T,12.0,89.32,7.4,3.29,0.0,On Time (0-15 min),93.673
12163,Chennai Express,TNA,THANE,11.0,90.14,6.85,3.01,0.0,On Time (0-15 min),94.167
12163,Chennai Express,KYN,KALYAN JN,24.0,42.74,53.15,4.11,0.0,Slight Delay (15-60 min),70.137
12163,Chennai Express,LNL,LONAVALA,35.0,3.01,86.3,5.21,5.48,Slight Delay (15-60 min),48.846000000000004
12163,Chennai Express,PUNE,PUNE JN,38.0,3.56,87.67,8.77,0.0,Slight Delay (15-60 min),49.149
12163,Chennai Express,SUR,SOLAPUR JN,31.0,32.88,58.63,8.49,0.0,Slight Delay (15-60 min),63.893
12163,Chennai Express,WADI,WADI,18.0,71.51,22.19,6.3,0.0,Slight Delay (15-60 min),83.86500000000001
12163,Chennai Express,YG,YADGIR,23.0,59.18,33.97,6.85,0.0,Slight Delay (15-60 min),77.535
12163,Chennai Express,SADP,SAIDAPUR,24.0,55.62,37.81,6.58,0.0,Slight Delay (15-60 min),75.836
12163,Chennai Express,MALM,MANTHRALAYAM RD,30.0,39.73,52.05,8.22,0.0,Slight Delay (15-60 min),67.399
12163,Chennai Express,AD,ADONI,27.0,45.48,47.12,7.4,0.0,Slight Delay (15-60 min),70.52
12163,Chennai Express,GTL,GUNTAKAL JN,24.0,53.97,37.26,8.77,0.0,Slight Delay (15-60 min),74.354
12163,Chennai Express,GY,GOOTY JN,25.0,56.99,34.79,8.22,0.0,Slight Delay (15-60 min),76.029
12163,Chennai Express,TU,TADIPATRI,23.0,59.18,33.7,7.12,0.0,Slight Delay (15-60 min),77.454
12163,Chennai Express,YA,YERRAGUNTLA,24.0,54.25,38.63,7.12,0.0,Slight Delay (15-60 min),74.989
12163,Chennai Express,HX,CUDDAPAH,22.0,60.0,33.15,6.85,0.0,Slight Delay (15-60 min),77.945
12163,Chennai Express,RJP,RAZAMPETA,28.0,45.21,47.12,7.67,0.0,Slight Delay (15-60 min),70.304
12163,Chennai Express,KOU,KODURU,45.0,0.0,3.01,0.0,96.99,Slight Delay (15-60 min),30.602
12163,Chennai Express,RU,RENIGUNTA JN,18.0,73.97,20.27,5.75,0.01,Slight Delay (15-60 min),85.258
12163,Chennai Express,PUT,PUTTUR,19.0,70.14,24.11,5.75,0.0,Slight Delay (15-60 min),83.345
12163,Chennai Express,TRT,TIRUTTANI,18.0,69.86,24.11,6.03,0.0,Slight Delay (15-60 min),83.121
12163,Chennai Express,AJJ,ARAKKONAM,33.0,26.58,66.3,7.12,0.0,Slight Delay (15-60 min),61.153999999999996
12163,Chennai Express,PER,PERAMBUR,44.0,17.81,67.12,14.52,0.55,Slight Delay (15-60 min),54.439
12163,Chennai Express,MAS,CHENNAI CENTRAL,6.0,89.59,4.93,4.93,0.55,On Time (0-15 min),93.206
12164,Chennai Express,MAS,CHENNAI CENTRAL,1.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
12164,Chennai Express,AJJ,ARAKKONAM,13.0,73.33,26.67,0.0,0.0,On Time (0-15 min),86.66499999999999
12164,Chennai Express,TRT,TIRUTTANI,12.0,76.67,23.33,0.0,0.0,On Time (0-15 min),88.33500000000001
12164,Chennai Express,PUT,PUTTUR,19.0,36.67,63.33,0.0,0.0,Slight Delay (15-60 min),68.33500000000001
12164,Chennai Express,RU,RENIGUNTA JN,23.0,26.67,73.33,0.0,0.0,Slight Delay (15-60 min),63.335
12164,Chennai Express,KOU,KODURU,26.0,26.67,73.33,0.0,0.0,Slight Delay (15-60 min),63.335
12164,Chennai Express,RJP,RAZAMPETA,34.0,0.0,100.0,0.0,0.0,Slight Delay (15-60 min),50.0
12164,Chennai Express,YA,YERRAGUNTLA,32.0,16.67,83.33,0.0,0.0,Slight Delay (15-60 min),58.335
12164,Chennai Express,TU,TADIPATRI,30.0,13.33,86.67,0.0,0.0,Slight Delay (15-60 min),56.665
12164,Chennai Express,GY,GOOTY JN,27.0,16.67,83.33,0.0,0.0,Slight Delay (15-60 min),58.335
12164,Chennai Express,GTL,GUNTAKAL JN,40.0,0.0,93.33,6.67,0.0,Slight Delay (15-60 min),47.998999999999995
12164,Chennai Express,AD,ADONI,39.0,0.0,90.0,10.0,0.0,Slight Delay (15-60 min),47.0
12164,Chennai Express,RC,RAICHUR,31.0,10.0,83.33,6.67,0.0,Slight Delay (15-60 min),52.998999999999995
12164,Chennai Express,SADP,SAIDAPUR,25.0,33.33,63.33,3.33,0.01,Slight Delay (15-60 min),65.664
12164,Chennai Express,YG,YADGIR,25.0,40.0,53.33,6.67,0.0,Slight Delay (15-60 min),67.999
12164,Chennai Express,WADI,WADI,8.0,90.0,6.67,3.33,0.0,On Time (0-15 min),94.001
12164,Chennai Express,KLBG,KALABURAGI JN,6.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
12164,Chennai Express,SUR,SOLAPUR JN,20.0,43.33,53.33,3.33,0.01,Slight Delay (15-60 min),70.664
12164,Chennai Express,LNL,LONAVALA,34.0,10.0,73.33,16.67,0.0,Slight Delay (15-60 min),49.998999999999995
12164,Chennai Express,KYN,KALYAN JN,51.0,0.0,80.0,20.0,0.0,Slight Delay (15-60 min),44.0
12164,Chennai Express,TNA,THANE,54.0,0.0,76.67,23.33,0.0,Slight Delay (15-60 min),43.001000000000005
12164,Chennai Express,LTT,LOKMANYATILAK T,9.0,80.0,16.67,3.33,0.0,On Time (0-15 min),89.001
12679,Coimbatore Intercity,MAS,CHENNAI CENTRAL,2.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
12679,Coimbatore Intercity,AJJ,ARAKKONAM,16.0,60.0,40.0,0.0,0.0,Slight Delay (15-60 min),80.0
12679,Coimbatore Intercity,KPD,KATPADI JN,20.0,16.67,83.33,0.0,0.0,Slight Delay (15-60 min),58.335
12679,Coimbatore Intercity,AB,AMBUR,26.0,6.67,93.33,0.0,0.0,Slight Delay (15-60 min),53.335
12679,Coimbatore Intercity,JTJ,JOLARPETTAI,15.0,63.33,36.67,0.0,0.0,On Time (0-15 min),81.66499999999999
12679,Coimbatore Intercity,SLY,SAMALPATTI,24.0,33.33,63.33,3.33,0.01,Slight Delay (15-60 min),65.664
12679,Coimbatore Intercity,MAP,MORAPPUR,28.0,16.67,76.67,6.67,0.0,Slight Delay (15-60 min),56.334
12679,Coimbatore Intercity,BQI,BOMMIDI,29.0,16.67,76.67,6.67,0.0,Slight Delay (15-60 min),56.334
12679,Coimbatore Intercity,SA,SALEM JN,22.0,36.67,56.67,6.67,0.0,Slight Delay (15-60 min),66.334
12679,Coimbatore Intercity,ED,ERODE JN,23.0,26.67,66.67,6.67,0.0,Slight Delay (15-60 min),61.334
12679,Coimbatore Intercity,TUP,TIRUPPUR,28.0,23.33,66.67,10.0,0.0,Slight Delay (15-60 min),58.665
12679,Coimbatore Intercity,CBF,COIMBATORE NRTH,28.0,16.67,76.67,6.67,0.0,Slight Delay (15-60 min),56.334
12679,Coimbatore Intercity,CBE,COIMBATORE JN,1.0,90.0,10.0,0.0,0.0,On Time (0-15 min),95.0
12680,Coimbatore Intercity,CBE,COIMBATORE JN,1.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
12680,Coimbatore Intercity,TUP,TIRUPPUR,3.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
12680,Coimbatore Intercity,ED,ERODE JN,6.0,96.67,3.33,0.0,0.0,On Time (0-15 min),98.33500000000001
12680,Coimbatore Intercity,SA,SALEM JN,7.0,86.67,13.33,0.0,0.0,On Time (0-15 min),93.33500000000001
12680,Coimbatore Intercity,BQI,BOMMIDI,5.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
12680,Coimbatore Intercity,MAP,MORAPPUR,4.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
12680,Coimbatore Intercity,SLY,SAMALPATTI,6.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
12680,Coimbatore Intercity,JTJ,JOLARPETTAI,4.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
12680,Coimbatore Intercity,AB,AMBUR,7.0,90.0,10.0,0.0,0.0,On Time (0-15 min),95.0
12680,Coimbatore Intercity,KPD,KATPADI JN,6.0,93.33,6.67,0.0,0.0,On Time (0-15 min),96.66499999999999
12680,Coimbatore Intercity,AJJ,ARAKKONAM,6.0,96.67,3.33,0.0,0.0,On Time (0-15 min),98.33500000000001
12680,Coimbatore Intercity,PER,PERAMBUR,12.0,76.67,23.33,0.0,0.0,On Time (0-15 min),88.33500000000001
12680,Coimbatore Intercity,MAS,CHENNAI CENTRAL,2.0,100.0,0.0,0.0,0.0,On Time (0-15 min),100.0
12925,Paschim Express,BDTS,BANDRA TERMINUS,1.0,22.74,0.0,0.0,77.26,On Time (0-15 min),45.918
12925,Paschim Express,MMCT,MUMBAI CENTRAL,4.0,74.79,2.47,0.0,22.74,On Time (0-15 min),82.84700000000001
12925,Paschim Express,BVI,BORIVALI,16.0,56.99,43.01,0.0,0.0,Slight Delay (15-60 min),78.495
12925,Paschim Express,DRD,DAHANU ROAD,19.0,44.11,55.07,0.82,0.0,Slight Delay (15-60 min),71.809
12925,Paschim Express,VAPI,VAPI,24.0,29.59,68.77,1.64,0.0,Slight Delay (15-60 min),64.303
12925,Paschim Express,BL,VALSAD,30.0,14.52,82.19,3.29,0.0,Slight Delay (15-60 min),56.272999999999996
12925,Paschim Express,ST,SURAT,10.0,89.04,9.59,1.37,0.0,On Time (0-15 min),94.10900000000001
12925,Paschim Express,BH,BHARUCH JN,15.0,68.22,29.59,2.19,0.0,On Time (0-15 min),83.453
12925,Paschim Express,MGN,MEGHNAGAR,12.0,80.55,17.53,1.92,0.0,On Time (0-15 min),89.699
12925,Paschim Express,RTM,RATLAM JN,13.0,80.27,17.81,1.92,0.0,On Time (0-15 min),89.559
12925,Paschim Express,KUH,KHACHROD,13.0,73.97,24.38,1.37,0.28,On Time (0-15 min),86.518
12925,Paschim Express,NAD,NAGDA JN,7.0,96.99,1.64,1.37,0.0,On Time (0-15 min),98.084
12925,Paschim Express,RMA,RAMGANJ MANDI,10.0,92.05,6.03,1.92,0.0,On Time (0-15 min),95.449
12925,Paschim Express,KOTA,KOTA JN,11.0,85.48,12.05,2.47,0.0,On Time (0-15 min),91.999
12925,Paschim Express,SWM,SAWAI MADHOPUR,22.0,50.96,44.38,4.66,0.0,Slight Delay (15-60 min),74.082
12925,Paschim Express,GGC,GANGAPUR CITY,13.0,81.64,14.79,3.56,0.01,On Time (0-15 min),89.75
12925,Paschim Express,HAN,HINDAUN CITY,17.0,70.41,25.48,4.11,0.0,Slight Delay (15-60 min),83.972
12925,Paschim Express,BXN,BAYANA JN,18.0,68.49,27.4,4.11,0.0,Slight Delay (15-60 min),83.012
12925,Paschim Express,BTE,BHARATPUR JN,19.0,55.89,41.37,2.74,0.0,Slight Delay (15-60 min),77.123
12925,Paschim Express,MTJ,MATHURA JN,10.0,90.96,7.67,1.37,0.0,On Time (0-15 min),95.06899999999999
12925,Paschim Express,NZM,H NIZAMUDDIN,17.0,64.38,32.88,2.74,0.0,Slight Delay (15-60 min),81.368
12925,Paschim Express,NDLS,NEW DELHI,13.0,80.0,16.99,3.01,0.0,On Time (0-15 min),89.097
12925,Paschim Express,SNP,SONIPAT JN,21.0,53.97,43.01,3.01,0.01,Slight Delay (15-60 min),76.08
12925,Paschim Express,BDMJ,BHODWAL MAJRI,35.0,2.19,6.03,0.55,91.23,Slight Delay (15-60 min),32.684
12925,Paschim Express,PNP,PANIPAT JN,27.0,39.45,55.34,5.21,0.0,Slight Delay (15-60 min),68.162
12925,Paschim Express,KUN,KARNAL,33.0,24.66,67.4,7.95,0.0,Slight Delay (15-60 min),59.945
12925,Paschim Express,KKDE,KURUKSHETRA JN,38.0,10.96,79.45,9.59,0.0,Slight Delay (15-60 min),52.602999999999994
12925,Paschim Express,UMB,AMBALA CANT JN,13.0,83.56,13.15,3.29,0.0,On Time (0-15 min),90.793
12925,Paschim Express,CDG,CHANDIGARH,15.0,75.07,21.37,3.56,0.0,On Time (0-15 min),86.467
12925,Paschim Express,SASN,SAHIBZADA ASNGR,22.0,49.59,46.3,4.11,0.0,Slight Delay (15-60 min),73.562
12925,Paschim Express,LDH,LUDHIANA JN,14.0,84.66,11.23,4.11,0.0,On Time (0-15 min),91.097
12925,Paschim Express,PGW,PHAGWARA JN,19.0,71.23,21.92,6.85,0.0,Slight Delay (15-60 min),83.56
12925,Paschim Express,JRC,JALANDHAR CANT,20.0,65.21,27.95,6.85,0.0,Slight Delay (15-60 min),80.55
